product,stars,comment,productlink
iPhone 8,4,Цена привлекательная,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,для тех кто хочет без нервов пользоваться компактным телефоном,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,всем советую,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,4,Модель устарела,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Советую всем,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,До сих пор хорошо работает для своих лет,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,дрстаточно не плохая за свои деньги,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,4,лучший бюджетный смартфон за свои деньги,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Большой экран,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Отличный телефон для своих лет Подойдет каждому,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,"Я выбрала так какой у него стеклянный корпус , он имеет беспроводную зарядку, и у него три динамика",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Выбрал данную модель так как бюджет был маленький,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,4,".desktop-rkrl0v{margin:0;font-weight:normal;box-sizing:border-box;line-height:1.375;font-size:16px;color:rgba(0, 0, 0, 1);display:inline;}li.desktop-rkrl0v{list-style:none;}a.desktop-rkrl0v{-webkit-text-decoration:none;text-decoration:none;}",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,детям,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,1,Не посоветую.,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,"Не большой размер, легкий, тонкий",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,В этом телефоне есть все что нужно и не нужно. Он идеал,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,4,аккумулятор,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Модель от Стива.,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,3,"Для работы, но только с дополнительным аккумулятором, а на холоде лучше вообще его не доставать, так как разряжается моментально а камера работает некорректно",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Маленький компактный,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Советую всем,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Бюджетная,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,4,Нечего,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,"Выбрала модель , потому что соответсвует цена и качество, даже качество оказалось превыше",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Я посоветую всем я бы хотел добавить на восмёрке фото портрет,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Не чего,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Тем кто хочет стильный недорогой небольшой смартфон который готов выполнить все ваши дела,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,спасибо за чехол и стекло,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Советую всем,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Всем советую,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Цены не завышенны,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,нравится дизайн хорошее железт на борту процессорт бионик 12 от 10 айфона советую всем при тчательной проверке чтобы не пожалеть как я,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Вообще всем,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Мне очень нравится этот телефон,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,".desktop-rkrl0v{margin:0;font-weight:normal;box-sizing:border-box;line-height:1.375;font-size:16px;color:rgba(0, 0, 0, 1);display:inline;}li.desktop-rkrl0v{list-style:none;}a.desktop-rkrl0v{-webkit-text-decoration:none;text-decoration:none;}",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,хороший,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,"Советовать не буду , так как не люблю когда мне советуют ! Знаю что я хочу купить без советов !!",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,4,низкая цена,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,ну посоветовать могу всем,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,эта модель хорошо для ребенка и удобно в руке держать,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Приобрела другую модель телефона,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,мне очень понравился этот телефон,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,".desktop-1654q4c{margin:0;font-weight:normal;box-sizing:border-box;line-height:1.375;font-size:16px;color:rgba(0, 0, 0, 1);display:inline;}li.desktop-1654q4c{list-style:none;}a.desktop-1654q4c{-webkit-text-decoration:none;text-decoration:none;}.desktop-1654q4c.desktop-1654q4c.desktop-1654q4c{padding-left:4px;}",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Хорошая модель,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,"Давно хотел себе именно эту модель , посоветую подростку который не работал с айфоном",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,4,"Недорогой, шустрый",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,4,Выбрал телефон исключительно из-за приятного дизайна. Подойдет тем кто любит просто посидеть в соц сетях. В игры поиграть вам скорее всего не подойдет.,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Отличный бюджетный вариант,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Не глючит как андройд,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,выбрал эту модель так как финансы позволяли ее купить,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,".desktop-rkrl0v{margin:0;font-weight:normal;box-sizing:border-box;line-height:1.375;font-size:16px;color:rgba(0, 0, 0, 1);display:inline;}li.desktop-rkrl0v{list-style:none;}a.desktop-rkrl0v{-webkit-text-decoration:none;text-decoration:none;}",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,"Посоветую телефон, молодым пользователем apple",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Цена=качество Мобила по кайфу!,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,"Не дорогой , камера нормальная Если Вам охото данный телефон , а на более новую модель нет денег , то норм вариант",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,"Посоветую эту модель людям,у которых бюджет в районе 10 тысяч рублей.",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,он очень удобный,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,"Компактная модель, хорошая камера, нравится интерфейс, прост и удобен в использовании.",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Цена/качество,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,удобный в использовании надежный,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Состояни телефона 10/10,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,"Потому, что на тот момент был актуальным. На данный момент рекомендую детям.",/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Ничего,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,всемм,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,4,Советую покупать в настоящий момент для детей),/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,👍👍👍👍👍,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Советую всем,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,Все четко,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,4,посоветую тем кто нуждается в маленьком и сравнительно мощным устройством,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
iPhone 8,5,четко,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
